Bidang_IT;Posisi_Pekerjaan;Nama_Perusahaan;Lokasi;Gaji;Syarat_Deskripsi_Pekerjaan;Link_Detail;Skill_Python;Skill_SQL;Skill_Javascript;Skill_PHP;Skill_Java_Kotlin;Skill_Excel;Skill_Cloud_AWS_GCP;Skill_Docker_K8s;Skill_Git;Skill_English;Skill_Agile_Scrum;Skill_Networking_Security;Gaji_Clean
Data Science & Analytics;STAFF DATA ANALYST;Sekolah Kristen IPEKA;West Jakarta;IDR Disembunyikan;Health Insurance (BPJS) | Training | Christiann Education;https://id.jobstreet.com/job/93128563?type=standard&ref=search-standalone&origin=cardTitle;0;0;1;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;Data Analyst;PT ACCENTUATES;Jakarta;Rp 5.600.000 – Rp 8.000.000 per month;1. Gaji Pokok | 2. Jenjang Karir | 3. kompensasi omnibuslaw, BPJS Kesehatan & BPJS Ketenagakerjaan;https://id.jobstreet.com/job/93148302?type=standard&ref=search-standalone&origin=cardTitle;0;0;1;0;0;0;0;0;0;0;0;0;6800000.0
Data Science & Analytics;Data Analyst Intern;PT LIUGONG MACHINERY INDONESIA;Kelapa Gading;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/93143230?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;Data Analyst;PT GLOBAL JET EXPESS (Cabang Lampung);Bandar Lampung;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/92830186?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;MARCOMM DATA ANALYST;Sekolah Kristen IPEKA;West Jakarta;IDR Disembunyikan;Health Insurance (BPJS) | Training | Christiann Education;https://id.jobstreet.com/job/93114896?type=standard&ref=search-standalone&origin=cardTitle;0;0;1;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;Music Data Administrator;Fett Music;Bali;Rp 6.500.000 – Rp 9.000.000 per month;International music company managing royalties for global songwriters | Impactful data role ensuring accurate, fair royalty distribution worldwide | Flexible, supportive team with growth, remote work, and Bali-based setup;https://id.jobstreet.com/job/93148362?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;7750000.0
Data Science & Analytics;Data Analyst Staff;PT Lamcos Mitra Jaya;North Jakarta;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/93009925?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;Data Analyst;PT Cycent Inovasi Kaizen;South Jakarta;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/93151416?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;Database Management Analyst;PT New Ratna Motor (TOYOTA NASMOCO);Central Semarang;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/93139202?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;Data Analyst;PT. Lintas Teknologi Indonesia;Jakarta;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/93111604?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;Marketing Analyst Staff;PT Penguin Indonesia;North Jakarta;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/93148969?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;Production Data Analyst;PT Cahaya Jakarta;South Cikarang;IDR Disembunyikan;Dynamic Team | Growth Opportunity | Competitive Benefit;https://id.jobstreet.com/job/93088346?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;Data Analyst;Pinkdose Wholesale;West Jakarta;Rp 6.000.000 – Rp 9.000.000 per month;Lihat detail pada link.;https://id.jobstreet.com/job/93087360?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;7500000.0
Data Science & Analytics;Data & Business Analyst;PT Synergy Property International;North Jakarta;IDR Disembunyikan;Work-life balance | Health & retirement benefits | Professional growth & learning;https://id.jobstreet.com/job/92577958?type=standard&ref=search-standalone&origin=cardTitle;0;0;1;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;Senior Sales Data Analyst (FMCG – Food Distribution);PT Pandurasa Kharisma;North Jakarta;Rp 10.000.000 – Rp 15.000.000 per month;Lihat detail pada link.;https://id.jobstreet.com/job/93127733?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;12500000.0
Data Science & Analytics;Data Analyst;PT Dachin Etech Global;Cikarang Pusat;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/93076844?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;DATA ANALYST;Kompas Gramedia Group of Manufacture;Purwakarta Regency;IDR Disembunyikan;Lingkungan kerja yang baik | Jenjang karir | Pengembangan Diri;https://id.jobstreet.com/job/92909299?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;Management Information System Staff;PT Mecosin Indonesia;South Jakarta;Rp 5.750.000 – Rp 6.850.000 per month;Lihat detail pada link.;https://id.jobstreet.com/job/93090011?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;6300000.0
Data Science & Analytics;Data Analyst;PT Anomali Lintas Cakrawala;South Jakarta;Rp 6.500.000 – Rp 9.500.000 per month;Fasilitas Kesehatan | Bonus / Insentif | Parking;https://id.jobstreet.com/job/93110062?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;8000000.0
Data Science & Analytics;Data Analyst;PT Propan Raya Industrial Coating Chemicals;Tangerang;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/93039469?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;Business Analyst;PT MAS ARYA INDONESIA;Kendal;IDR Disembunyikan;Meals, Coffee Shop & Gym Facility | Private Insurance | Development Plan;https://id.jobstreet.com/job/93038717?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;1;0;0;0;0;0;0;0;0;
Data Science & Analytics;Data Engineer (Business Intelligence);PT Yafindo Global Investama;Jakarta;Rp 10.000.000 – Rp 15.000.000 per month;Business Intelligence Engineer, Data Engineer, BI Developer | Career Path Untuk Employee | Penilaian Employee (KPI, Talent Mapping,  360 derajat & Workload Analisis));https://id.jobstreet.com/job/93149029?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;12500000.0
Data Science & Analytics;Junior Business Analyst;PT SAS Kreasindo Utama;Tegal;IDR Disembunyikan;Hands on experience with Odoo ERP implementation in a real business environment | Mentorship from experienced Senior Business Analysts and IT professionals. | Opportunities for career growth within the company.;https://id.jobstreet.com/job/92950381?type=standard&ref=search-standalone&origin=cardTitle;0;0;1;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;Fresh Graduate Business Analyst;PT Amber Solusi Internasional;Jakarta;IDR Disembunyikan;Dynamic work environment | Skill development | Professional growth;https://id.jobstreet.com/job/92637791?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;Junior Business Analyst;PT Perangkat Lunak Indonesia;Central Jakarta;Rp 5.500.000 – Rp 7.000.000 per month;Competitive and net remuneration package | Medical & various operational reimbursements | Involved in software projects for high-profile clients;https://id.jobstreet.com/job/93059586?type=standard&ref=search-standalone&origin=cardTitle;0;0;1;0;0;0;0;0;0;0;0;0;6250000.0
Data Science & Analytics;Claim Analyst Outsource (12 months);PT Asuransi Allianz Life Indonesia;South Jakarta;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/92935915?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;System & Procedure Specialist;PT Japfa Comfeed Indonesia, Tbk;South Jakarta;IDR Disembunyikan;system procedure | system analyst | Business analyst;https://id.jobstreet.com/job/93148876?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;Business Analyst Supply Chain;PT EMS Paramitra;Jakarta;Rp 5.600.000 – Rp 8.000.000 per month;Lihat detail pada link.;https://id.jobstreet.com/job/92627159?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;6800000.0
Data Science & Analytics;Business Process Improvement (Project Alkes);PT Tigaka Distrindo Perkasa;Central Jakarta;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/93148600?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;Manufacturing Data Analyst;PT Eka Bogainti;Ciracas;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/92805767?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;Data Analyst Staff;PT Global Jet Express (Cabang Jakarta);North Jakarta;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/92571530?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;Data Analyst;PT Arta Boga Cemerlang;Denpasar;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/93108288?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;Data Analytic Outsource (12 months);PT Asuransi Allianz Life Indonesia;Jakarta;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/92972259?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;Sales Analyst;PT Firman Indonesia;Balaraja;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/92974173?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;Data Analyst Manager;PT Pesta Pora Abadi;South Jakarta;IDR Disembunyikan;Promotes data-driven decision-making across departments | Business Intelligence | Communicates clearly and keeps stakeholders aligned;https://id.jobstreet.com/job/93023756?type=standard&ref=search-standalone&origin=cardTitle;0;0;1;1;0;0;0;0;0;0;0;0;
Data Science & Analytics;Data Analyst;PT Nusantara Sakti Group (JAKARTA);West Jakarta;Rp 7.000.000 – Rp 10.000.000 per month;Jenjang karir | Salary bersaing | Profesional growth & learning;https://id.jobstreet.com/job/92622316?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;8500000.0
Data Science & Analytics;Business Analyst Staff / Inventory Control Staff / Data Analyst Staff;PT Sukanda Djaya;Cibitung;IDR Disembunyikan;Good Career Development;https://id.jobstreet.com/job/92960622?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;Business Analyst;PT. DUA PULUH TIGA;Bandung Regency;IDR Disembunyikan;Get a Birthday Leave | Employee Discount 30 % | Exclusive discounts from various brand partners;https://id.jobstreet.com/job/92998547?type=standard&ref=search-standalone&origin=cardTitle;0;0;1;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;Desk Audit & Data Analytics;PT Radana Bhaskara Finance Tbk;Jakarta;IDR Disembunyikan;Minimal S1 dari semua jurusan, diutamakan Statistik, Sistem Informasi,... | Memiliki pengalaman 3–5 tahun di bidang Data Analytics... | Mengidentifikasi anomali, outlier, serta potensi fraud...;https://id.jobstreet.com/job/92922042?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;Executive KPI Analyst;PT Senopati Fujitrans Logistic Services;Cibitung;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/93103774?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;Geographic Information System Data Processing;SAMORA GROUP;Dompu;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/93108292?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;Database Administration;PT Supra Boga Lestari Tbk;Pesanggrahan;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/92856707?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;Sales Data Analyst;PT Forta Larese (Forta Group);Central Jakarta;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/92993802?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;Purchasing Data Analyst;Perusahaan Rahasia;West Java;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/92577193?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;Data Analyst;PT Trinusa Travelindo;Banten;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/92646217?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;Data Engineer;PT ROCKSTAR SPORTS SCHOOL;West Jakarta;Rp 10.000.000 – Rp 15.000.000 per month;Build scalable ETL pipelines using SQL, SSIS, and Python. | Work with modern Azure services (Data Factory, Databricks, Synapse). | Own the full data lifecycle – from automation to reporting (SSRS).;https://id.jobstreet.com/job/92964568?type=standard&ref=search-standalone&origin=cardTitle;1;1;0;0;0;0;1;0;0;0;0;0;12500000.0
Data Science & Analytics;Sales Data Analyst;PT Steel Pipe Industry of Indonesia, Tbk;Jakarta;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/92552633?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;Product Pricing Staff;PT Asuransi Jiwa Sequis Life;South Jakarta;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/93062704?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;Credit Analyst;PT Sejahtera Sama Kita;South Jakarta;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/93149367?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;Change Request Functional Analyst;PT OBS SOLUSI TEKNOLOGI INDONESIA;West Jakarta;Rp 7.000.000 – Rp 9.500.000 per month;Lihat detail pada link.;https://id.jobstreet.com/job/93145992?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;8250000.0
Data Science & Analytics;Data Analyst Specialist;PT Panca Budi Pratama;South Tangerang;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/92917841?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;Trade Market Data Analyst Executive;PT Winn Appliance;Central Jakarta;Rp 8.000.000 – Rp 9.000.000 per month;Lihat detail pada link.;https://id.jobstreet.com/job/92993475?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;8500000.0
Data Science & Analytics;Branch Coordinator Analyst;PT Lippo General Insurance Tbk;Tangerang;IDR Disembunyikan;Analytical role supporting branch performance and insights | Exposure to branch marketing operations and business reporting | Role combining data analysis and stakeholder coordination;https://id.jobstreet.com/job/92997792?type=standard&ref=search-standalone&origin=cardTitle;0;0;1;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;Sales Support Analyst;PT. Hisense International Indonesia;West Jakarta;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/93029451?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;Business Strategy Analyst;PT Indogal Agro Trading;South Jakarta;IDR Disembunyikan;Good career opportunity | Competitive salary and benefit | Positive working environment;https://id.jobstreet.com/job/92977851?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;Customer Insights & Data Analyst;PT Ratana Permata Mulia;South Jakarta;Rp 5.729.876 per month;Lihat detail pada link.;https://id.jobstreet.com/job/92666883?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;5729876.0
Data Science & Analytics;Data Process Lead (SAP Project);Cargill Tropical Palm;Central Jakarta;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/93148157?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;IT Business Analyst;PT Fan Integrasi Teknologi;Central Jakarta;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/92720088?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;Business Financial Analyst;PT Citra Tubindo Tbk;Batam Kota;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/92834550?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;Data Engineer Supervisor;PT Yupi Indo Jelly Gum;Gunung Putri;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/93110768?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;Data Scientist;PT Cycent Inovasi Kaizen;South Jakarta;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/93151371?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;Senior Associate Data Analyst;PT Solusi Transportasi Indonesia;Kebayoran Lama;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/92927864?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;Data Support (Makassar);PT Depoguna Bangunan Online;Makassar;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/92945841?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;Data Analyst - PayLater;PT Trinusa Travelindo;Banten;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/92983642?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;Senior Data Analyst;PT Trinusa Travelindo;Banten;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/93123095?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;Sales Data Analyst & Admin Support;PT Higienis Indonesia;Central Jakarta;Rp 6.500.000 – Rp 9.000.000 per month;Peran penting dukung tim sales & operasional toko | Fokus pada laporan, stok, dan strategi penjualan | Lingkungan kerja dinamis & kolaboratif;https://id.jobstreet.com/job/92792728?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;7750000.0
Data Science & Analytics;Marketing Analyst Staff (Export Division);Indofood Group;South Jakarta;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/92619303?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;Data Analyst;CV Setia Agung Pratama;Bandung;Rp 4.700.000 – Rp 5.500.000 per month;Data Analyst | Insight | Growth;https://id.jobstreet.com/job/92729627?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;5100000.0
Data Science & Analytics;Technical Analyst;PT Mindo Small Business Solutions;Yogyakarta Special Region;Rp 4.000.000 – Rp 6.000.000 per month;Dive Into Fun & Activities Together | Competitive Salary & Benefits | Supportive & Collaborative Working Environment;https://id.jobstreet.com/job/93089539?type=standard&ref=search-standalone&origin=cardTitle;0;0;1;0;0;0;0;0;0;0;0;0;5000000.0
Data Science & Analytics;IT Product Specialist;PT Edubuild Pratama Indonesia;Central Jakarta;Rp 6.800.000 – Rp 10.000.000 per month;Lihat detail pada link.;https://id.jobstreet.com/job/93061002?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;8400000.0
Data Science & Analytics;Business Product Analyst;PT. Solusi Pasti Indonesia;South Jakarta;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/92947143?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;Staf Pusat Data dan Informasi;Universitas Katolik Indonesia Atma Jaya;Jakarta;IDR Disembunyikan;Ekosistem riset nasional dan internasional | Lingkungan akademik yang profesional | Institusi dengan reputasi yang kuat;https://id.jobstreet.com/job/92972338?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;Research Manager - Market Research & Business Insights;PT Sigma Research Indonesia;South Tangerang;IDR Disembunyikan;Proyek riset end-to-end, klien korporat & BUMN | 18+ tahun, 38 provinsi | Insight yang dipakai untuk keputusan bisnis;https://id.jobstreet.com/job/93069788?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;Junior Financial Analyst;PT Tatalogam Lestari;West Jakarta;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/92626811?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;Business Change Consultant (Business Continuity Management Department);PT DSV CONTRACT LOGISTICS;South Jakarta;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/93143381?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;Data Support Spv - FMCG;Perusahaan Rahasia;Jakarta;Rp 6.000.000 – Rp 9.000.000 per month;Lihat detail pada link.;https://id.jobstreet.com/job/92598764?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;7500000.0
Data Science & Analytics;AI DATA ANALYST;PT Centrepoint (De-hair Laser & Aesthetics);East Jakarta;Rp 6.500.000 – Rp 8.500.000 per month;Lihat detail pada link.;https://id.jobstreet.com/job/92661160?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;7500000.0
Data Science & Analytics;Risk Analyst;DC Group Capital Indonesia;South Jakarta;Rp 10.000.000 – Rp 15.000.000 per month;Gain exposure to FX, CFDs, indices, and global trading markets | Handle real-time risk monitoring and trading execution analysis | Collaborate with trading, risk, and cross-functional teams;https://id.jobstreet.com/job/93085810?type=standard&ref=search-standalone&origin=cardTitle;0;0;1;0;0;0;0;0;0;0;0;0;12500000.0
Data Science & Analytics;Ingredient Data Analyst Intern;Danone Indonesia;Ciracas;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/92921448?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;L1 - Big Data Engineer;PT Data Labs Analytics;Central Jakarta;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/93140197?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;IT Business Analyst Specialist;Soedarpo Informatika;West Jakarta;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/93026176?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;Associate Performance & Operations Data Analyst;PT Indocater;Jakarta;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/92596926?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;Data Analyst;Lintas Abadi Makmur;Bogor Regency;IDR Disembunyikan;BPJS Kesehatan ditanggung perusahaan | BPJS Ketenagakerjaan ditanggung perusahaan | PPh21 ditanggung perusahaan;https://id.jobstreet.com/job/92605380?type=standard&ref=search-standalone&origin=cardTitle;0;0;1;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;Data Engineer;FKS Group;Tangerang;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/92599680?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;System Analyst (Hybrid Working);PT Profescipta Wahanatehnik;Jakarta;Rp 7,000,000 – Rp 9,000,000 per month;Near Public Transportation | Hybrid Working | Meals, BPJSTK & Kesehatan;https://id.jobstreet.com/job/92768362?type=standard&ref=search-standalone&origin=cardTitle;0;0;1;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;Inventory Analyst;PT Oil States Indonesia;Batam;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/92976343?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;Data Engineer;AME Mineral Economics Pty Ltd;South Jakarta;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/92864294?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;IT Business Analyst (Banking);PT Lawencon Internasional;Jakarta;IDR Disembunyikan;Enterprise Software Development | Comprehensive health and wellness benefits, including medical insurance | Collaborative and inclusive work environment;https://id.jobstreet.com/job/93150067?type=standard&ref=search-standalone&origin=cardTitle;0;0;1;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;IT PM Business Analyst;PT Insura Media Solusi (Jakarta);Jakarta;Rp 10.000.000 – Rp 15.000.000 per month;Pakaian kerja casual rapi | Gaji selalu tepat waktu | Benefit : THR, BPJS Kes, BPJS TK, Jatah Cuti, Laptop, Bonus/Kompensasi PKWT;https://id.jobstreet.com/job/92766638?type=standard&ref=search-standalone&origin=cardTitle;0;0;1;0;0;0;0;0;0;0;0;0;12500000.0
Data Science & Analytics;System Analyst;PT Sakura System Solutions;Central Jakarta;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/92996864?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;Aktuaris;PT Asuransi Raksa Pratikara;Central Jakarta;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/93148764?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;IT Business Analyst;PT Microvac Indonesia;East Jakarta;Rp 6.500.000 – Rp 8.500.000 per month;Lihat detail pada link.;https://id.jobstreet.com/job/92670695?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;7500000.0
Data Science & Analytics;Quality Data Analyst;PT. Warlbor International Indonesia;Batam Kota;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/92796710?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;Credit Analyst - Jakarta;PT Toyota Astra Financial Services;Jakarta;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/92992989?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
